,names,encoding
9,aaditya,"[-0.14848848  0.09413064  0.08835933 -0.03678508  0.02114156 -0.10233837
 -0.02849128 -0.03369244  0.15005812 -0.06511831  0.23711695 -0.06055938
 -0.19788869 -0.15651757  0.05327122  0.12008327 -0.10986038 -0.13789968
 -0.05457813 -0.12034187  0.02908005  0.03141752  0.03646868  0.04390396
 -0.09455001 -0.40892681 -0.08072734 -0.17758901 -0.00795748 -0.10273822
 -0.034417    0.04579433 -0.21933064 -0.10501722 -0.02854969  0.1184209
  0.02430237 -0.01045145  0.18584767  0.06402641 -0.09876952 -0.12237075
  0.04309589  0.27283257  0.13300963  0.05076117 -0.00508507  0.08042058
  0.03646702 -0.23222397  0.06869714  0.12493601  0.17611197  0.04120564
  0.11077368 -0.09421995  0.01242072  0.01270388 -0.25156879  0.04866828
  0.042902   -0.06780175 -0.14785625 -0.02158763  0.2829074   0.1602045
 -0.090515   -0.06438234  0.18955229 -0.09475716 -0.02177137  0.03802134
 -0.10111107 -0.15417813 -0.21220908  0.11520948  0.2897799   0.10052057
 -0.18410324  0.01961776 -0.09717952 -0.05996083  0.00172713 -0.01761287
 -0.07701986  0.09692585 -0.09735455  0.07566192  0.0865905   0.00637735
 -0.01512818  0.16984145 -0.09027424  0.04771585  0.04100873  0.00824372
 -0.0627808   0.00720887 -0.14564712 -0.01174022  0.16140842 -0.09711711
 -0.03673511  0.04392077 -0.16222966  0.0380665  -0.00307276 -0.08538788
 -0.02908238  0.02536089 -0.15240911 -0.07093971  0.14585274 -0.19001107
  0.19141273  0.1676262  -0.06821553  0.14216116  0.05321046  0.05617483
  0.02006628 -0.08483486 -0.162498   -0.11092389  0.06782661  0.01939945
  0.01425258  0.0321614 ]"
10,aaditya,"[-0.1253304   0.10981648  0.09669858 -0.04543278  0.01032944 -0.11373504
 -0.01066204 -0.02545776  0.15523233 -0.05707155  0.23981658 -0.03927402
 -0.20294818 -0.14917435  0.06918889  0.11832927 -0.12208749 -0.13309172
 -0.03941636 -0.1268478   0.026679    0.04251202  0.02019037  0.03876268
 -0.08863466 -0.38895777 -0.09240913 -0.16452035 -0.0009506  -0.09694688
 -0.04027418  0.05182463 -0.21676363 -0.10499506 -0.02358771  0.12582867
  0.00652303 -0.02862616  0.16696595  0.09255114 -0.08747743 -0.11773987
  0.0343027   0.28190613  0.14270255  0.03118866  0.0041321   0.07729381
  0.03482392 -0.21570002  0.05648578  0.1217101   0.18799935  0.05935356
  0.10870953 -0.11928384  0.02375585  0.00589863 -0.25620148  0.0420003
  0.04196274 -0.08886801 -0.13932785 -0.02028327  0.29608673  0.14028142
 -0.09447871 -0.0649979   0.19667426 -0.08593392 -0.03154983  0.05290994
 -0.10580819 -0.14356261 -0.20923622  0.13269307  0.28826034  0.09930787
 -0.18509054  0.0152039  -0.10543793 -0.05848635 -0.00765535 -0.00041161
 -0.08030958  0.10808428 -0.11798223  0.07732745  0.0836694  -0.00263172
 -0.01696843  0.17834246 -0.08956257  0.0602762   0.04430261  0.00536561
 -0.06458828  0.00944785 -0.13535528 -0.02730543  0.16940315 -0.13865864
 -0.05173758  0.05679169 -0.16961908  0.0398103   0.00324698 -0.08431012
 -0.04717768  0.00152391 -0.14481023 -0.05491849  0.15077843 -0.21333714
  0.2005441   0.17419398 -0.07518625  0.14365724  0.03918917  0.05538554
 -0.00181646 -0.11908388 -0.15314539 -0.1011719   0.05727089  0.02082284
  0.01547998  0.03359825]"
11,aaditya,"[-0.1340979   0.11324422  0.09588246 -0.04673641  0.01420917 -0.10560317
 -0.00804573 -0.04187616  0.14779349 -0.06207778  0.24486268 -0.03587072
 -0.21606007 -0.14144698  0.06991781  0.12434106 -0.11432809 -0.14542483
 -0.05185625 -0.14008111  0.01346582  0.03931452  0.01267031  0.05532853
 -0.08758797 -0.37591493 -0.07926637 -0.15481412  0.01164896 -0.10163931
 -0.04102774  0.04274217 -0.20462668 -0.08091451 -0.0053239   0.1261737
  0.00525267 -0.02295345  0.18467274  0.08614255 -0.07477462 -0.1160147
  0.04160605  0.28499681  0.13140872  0.03488674  0.01300896  0.06034421
  0.03677827 -0.20672348  0.07486658  0.11877774  0.17702554  0.05619873
  0.12268498 -0.16187264  0.00451614  0.00537343 -0.23662512  0.07164295
  0.0478486  -0.08694263 -0.15209681 -0.03216841  0.2962223   0.12967548
 -0.11266515 -0.06383845  0.20081931 -0.08165347 -0.01547318  0.05277425
 -0.09660122 -0.14273179 -0.18889877  0.13144782  0.29243904  0.10895862
 -0.203335    0.01052222 -0.09160729 -0.05828943  0.00570159 -0.00113657
 -0.08969124  0.10392033 -0.11663658  0.07495429  0.08055197  0.0231703
 -0.01257758  0.18749379 -0.08928958  0.05909618  0.04543729  0.00131369
 -0.07800554 -0.00234271 -0.1382516  -0.03543928  0.15117624 -0.14433455
 -0.04008725  0.04229262 -0.16150145  0.04774364  0.00991924 -0.06677121
 -0.05697101  0.02695883 -0.16155295 -0.04911906  0.15530695 -0.22345306
  0.20651035  0.16781801 -0.05248642  0.14314298  0.05388983  0.06002525
  0.01488646 -0.11206721 -0.14357679 -0.09566619  0.04820077  0.00459221
  0.03108964  0.04409797]"
12,aaditya,"[-0.13035917  0.10536858  0.08193655 -0.03782333  0.01034586 -0.10579947
 -0.01373238 -0.03044118  0.18064067 -0.06417471  0.23312028 -0.05094985
 -0.19874634 -0.1492161   0.05731111  0.12273818 -0.12577105 -0.12873316
 -0.04954834 -0.13035217  0.0237606   0.0388242   0.02216544  0.0306768
 -0.08420712 -0.40886003 -0.08333421 -0.16823909  0.00086386 -0.0923472
 -0.03902096  0.048059   -0.22793408 -0.11742926 -0.02422135  0.12111932
 -0.00320606 -0.03003298  0.16418985  0.08175547 -0.08391231 -0.12371386
  0.04039986  0.27030966  0.14087917  0.04621724 -0.00176923  0.07262093
  0.04559574 -0.22123459  0.04517689  0.11733128  0.18464093  0.05501745
  0.12296863 -0.11148251  0.0219483   0.01055332 -0.25536767  0.04136928
  0.03425958 -0.0784262  -0.14120503 -0.01757666  0.3032122   0.14774801
 -0.08413025 -0.06041184  0.19880643 -0.09289261 -0.02347193  0.0415704
 -0.09128384 -0.15156066 -0.21642114  0.11704659  0.30581433  0.09604921
 -0.17087339  0.0168165  -0.09980713 -0.06304806 -0.0047849  -0.00703998
 -0.08943181  0.09787026 -0.10756478  0.06570978  0.09476335  0.00224031
 -0.02056985  0.1707339  -0.09802817  0.04943285  0.0359596  -0.00749566
 -0.07165445  0.0082278  -0.12924017 -0.03397419  0.17160255 -0.13536713
 -0.04694013  0.05084296 -0.1781103   0.03060217 -0.00198015 -0.08361361
 -0.03238061  0.00876294 -0.14563636 -0.05352191  0.14977251 -0.2158976
  0.20456369  0.1693359  -0.07569095  0.15660083  0.03161243  0.0535459
  0.00250203 -0.09865489 -0.15157868 -0.11438666  0.04902709  0.02504919
  0.0152923   0.03286202]"
13,aaditya,"[-0.13190544  0.09778469  0.08373358 -0.03622035  0.00714011 -0.10293785
 -0.00549003 -0.02797504  0.18114601 -0.06993648  0.22830972 -0.04644628
 -0.20031124 -0.14831169  0.06452334  0.11741894 -0.12303817 -0.13454656
 -0.04221313 -0.1334269   0.01704454  0.04796079  0.02729019  0.02854999
 -0.08399279 -0.39551267 -0.08497157 -0.16964066  0.00880125 -0.08809933
 -0.04196781  0.06480557 -0.21733341 -0.11623351 -0.01830372  0.13307148
 -0.00462917 -0.012396    0.17446408  0.08774079 -0.08108491 -0.12213655
  0.03787049  0.28722069  0.1441464   0.04808237 -0.00621368  0.06874096
  0.04259954 -0.21377544  0.05338915  0.12107215  0.18976006  0.05876777
  0.11744307 -0.12029683  0.02092751  0.00574283 -0.24819364  0.04642837
  0.04018615 -0.08715799 -0.13791417 -0.01704028  0.31114173  0.12984189
 -0.08422271 -0.06356998  0.19824019 -0.09195504 -0.03125343  0.05270094
 -0.09837387 -0.14205386 -0.20431259  0.11732483  0.29535052  0.09113233
 -0.17096223  0.02795767 -0.09747646 -0.0693926  -0.0044407   0.00594037
 -0.08591747  0.10350818 -0.10616462  0.05974153  0.0894462  -0.00455684
 -0.01719216  0.17116371 -0.08892504  0.05613948  0.04380164 -0.01772455
 -0.06591142  0.0088512  -0.14108998 -0.045282    0.16428599 -0.14056188
 -0.0447744   0.04380853 -0.180182    0.04344807  0.00055729 -0.07874006
 -0.03575706 -0.00096724 -0.14211382 -0.04945044  0.15883306 -0.22325946
  0.20177531  0.16800791 -0.07012656  0.15987879  0.03822427  0.05934758
  0.0020805  -0.09401467 -0.15390453 -0.10302629  0.05589714  0.02116868
  0.01951273  0.04061887]"
14,aaditya,"[-0.13419294  0.09915937  0.07996861 -0.03315893  0.00929181 -0.10531583
 -0.00713116 -0.02440417  0.17088258 -0.06118161  0.23116471 -0.04125392
 -0.19995853 -0.15275487  0.05942386  0.12108584 -0.12805708 -0.12905847
 -0.04112967 -0.13636889  0.01722692  0.04494232  0.02778081  0.02230211
 -0.08352095 -0.3881669  -0.08405059 -0.17683914  0.00614092 -0.08976243
 -0.04139591  0.05300913 -0.2125724  -0.11512542 -0.01855963  0.13354163
 -0.00174976 -0.01031582  0.1701144   0.08736789 -0.08162491 -0.11720406
  0.04204676  0.29169834  0.14061122  0.04169486 -0.01576181  0.07856006
  0.04326132 -0.22012021  0.04532743  0.11863527  0.18885902  0.05964278
  0.11346955 -0.10919873  0.02891524  0.00842348 -0.25492865  0.04252796
  0.04134115 -0.08843399 -0.14198303 -0.01310634  0.30695212  0.13897344
 -0.08894949 -0.05861461  0.18772709 -0.09067672 -0.02677949  0.05231239
 -0.09742048 -0.14201044 -0.20446196  0.11898487  0.29858762  0.09306717
 -0.16960587  0.01906929 -0.09888918 -0.06325152 -0.00059891 -0.00231167
 -0.08785158  0.10738214 -0.11423263  0.06136775  0.08113059 -0.00879087
 -0.01415621  0.16843143 -0.08894717  0.06151693  0.04410789 -0.0072001
 -0.06786066  0.00080974 -0.14084731 -0.04682647  0.16945837 -0.14806189
 -0.04171155  0.04275315 -0.17320238  0.03694885  0.00412519 -0.07807212
 -0.03362775  0.00411338 -0.13236371 -0.0506315   0.15561447 -0.21275353
  0.20504837  0.17302275 -0.0786065   0.15107927  0.03798399  0.05288139
 -0.01427962 -0.09795561 -0.14808735 -0.10475664  0.04546069  0.02182747
  0.01950206  0.03165076]"
15,aaditya,"[-1.31619230e-01  9.60183442e-02  7.52536431e-02 -3.98769714e-02
  1.81105714e-02 -1.07371099e-01 -5.64184319e-03 -1.79594010e-02
  1.72605246e-01 -6.12487644e-02  2.31014624e-01 -3.92159894e-02
 -2.03139633e-01 -1.52408868e-01  6.60442486e-02  1.22086652e-01
 -1.33290336e-01 -1.26865640e-01 -4.71864268e-02 -1.30723476e-01
  1.85902752e-02  4.13031615e-02  2.83465404e-02  2.85859834e-02
 -8.99023190e-02 -3.92018944e-01 -8.33214447e-02 -1.69723675e-01
 -2.90338695e-03 -9.25867334e-02 -3.83010134e-02  4.78309393e-02
 -2.19707340e-01 -1.19081199e-01 -2.08636001e-02  1.32431045e-01
  1.55338109e-03 -1.32661462e-02  1.69678867e-01  9.22617465e-02
 -8.66804048e-02 -1.17968909e-01  4.23841849e-02  2.92087525e-01
  1.44592151e-01  4.36542705e-02 -1.64943095e-02  8.35498944e-02
  4.58949804e-02 -2.29578719e-01  4.09908555e-02  1.12922728e-01
  1.84077442e-01  5.54506257e-02  1.14230290e-01 -1.04507335e-01
  3.02476194e-02  2.03751773e-02 -2.55703449e-01  4.06933539e-02
  3.48376743e-02 -9.25856382e-02 -1.36772752e-01 -1.20978905e-02
  3.07667971e-01  1.37128770e-01 -9.41686109e-02 -5.48270904e-02
  1.87097803e-01 -8.87932777e-02 -2.94871181e-02  4.52384017e-02
 -9.00843292e-02 -1.43248379e-01 -2.19558597e-01  1.16595700e-01
  2.98592031e-01  9.09890980e-02 -1.73421979e-01  2.23292224e-02
 -1.01629101e-01 -6.17705062e-02 -8.80844425e-04  3.04804998e-04
 -8.75845104e-02  1.08772956e-01 -1.16361991e-01  5.93774728e-02
  8.55271965e-02  9.74544324e-04 -1.26833729e-02  1.70630246e-01
 -9.21964571e-02  6.01490848e-02  4.72397283e-02 -1.60096027e-03
 -7.55454302e-02 -1.05482875e-03 -1.41674533e-01 -4.29198183e-02
  1.71165407e-01 -1.48070961e-01 -4.22662459e-02  5.12130857e-02
 -1.79519400e-01  3.97053286e-02  2.69410433e-03 -8.08994323e-02
 -2.71869674e-02  1.13775432e-02 -1.30822435e-01 -5.57561070e-02
  1.47549823e-01 -2.18124181e-01  1.97564572e-01  1.78804085e-01
 -8.27573836e-02  1.50299296e-01  3.68471667e-02  5.21199368e-02
 -1.68710034e-02 -8.83446112e-02 -1.54572695e-01 -1.08031571e-01
  4.42760363e-02  2.39949655e-02  2.45448295e-02  3.14991921e-02]"
16,aaditya,"[-0.13205458  0.10321444  0.08028031 -0.03968212  0.0117792  -0.11271827
 -0.01629537 -0.02817883  0.1830553  -0.06279622  0.23127826 -0.03723791
 -0.20047453 -0.14715657  0.05707568  0.11941563 -0.1337121  -0.1367335
 -0.03534075 -0.13671282  0.0222909   0.04736393  0.02428581  0.02813751
 -0.08925505 -0.38006753 -0.08381442 -0.18409248  0.00170379 -0.08956075
 -0.03855016  0.05227138 -0.21466777 -0.1177276  -0.01530157  0.13219936
  0.00695289 -0.00629712  0.16823271  0.08876935 -0.07920254 -0.12342098
  0.04047479  0.28988901  0.14313227  0.04184906 -0.01383361  0.07139877
  0.04675576 -0.21937484  0.04702029  0.12068873  0.19374311  0.06496492
  0.11767938 -0.10937997  0.0283431   0.01602759 -0.255678    0.0533134
  0.04691876 -0.09132795 -0.14176142 -0.01278621  0.31436306  0.13891189
 -0.09748799 -0.05800725  0.18241    -0.08759206 -0.04431102  0.05306761
 -0.09889149 -0.13496523 -0.21750468  0.10868654  0.29258186  0.08499056
 -0.17857371  0.01615399 -0.1011663  -0.05780426 -0.0028835  -0.00269034
 -0.0854146   0.1002641  -0.11433278  0.05686793  0.08634551 -0.00499736
 -0.01681231  0.16359365 -0.09897467  0.06383751  0.03620975  0.00632254
 -0.07196028 -0.00498114 -0.1373322  -0.04871257  0.16682693 -0.13335252
 -0.04939241  0.04721362 -0.17251727  0.03065967  0.00213817 -0.0785381
 -0.03997791  0.00315462 -0.13238335 -0.04937097  0.15565185 -0.21380866
  0.21436889  0.16990733 -0.08198033  0.14651613  0.03008034  0.04640041
 -0.0190543  -0.10130753 -0.14625704 -0.11112309  0.04438246  0.02456388
  0.02240619  0.02821329]"
17,aaditya,"[-0.13770321  0.1093154   0.07228359 -0.04304751  0.01209966 -0.09991689
 -0.0138845  -0.02289979  0.19952807 -0.07005914  0.2253689  -0.03853118
 -0.18966267 -0.15104078  0.06762607  0.12162895 -0.14350568 -0.13193597
 -0.05145891 -0.13144334  0.02204316  0.04355803  0.03343072  0.02655876
 -0.09697931 -0.40501043 -0.07802375 -0.17209959  0.01676452 -0.08378615
 -0.05165786  0.04624202 -0.22892006 -0.12846331 -0.01896142  0.13904898
  0.00086694 -0.01283749  0.16104564  0.07739708 -0.08274556 -0.11667874
  0.04244553  0.2822023   0.14460082  0.05754383 -0.00526734  0.07333335
  0.05020811 -0.23343694  0.03939702  0.11242968  0.18441166  0.0524449
  0.12246951 -0.11640584  0.02936941  0.01465008 -0.25746697  0.04168231
  0.03239702 -0.07513134 -0.14428137 -0.00891363  0.31906188  0.14930597
 -0.09050056 -0.05834674  0.17774473 -0.10022734 -0.02405349  0.04231113
 -0.08541351 -0.14631923 -0.22592573  0.0964288   0.31099874  0.09376878
 -0.17241687  0.03418645 -0.09748332 -0.05548224  0.00585926  0.00158556
 -0.10405955  0.11855878 -0.11116011  0.05969797  0.09495214  0.00115351
 -0.01529911  0.16884908 -0.08262331  0.06348521  0.04189679 -0.01111141
 -0.06834991 -0.00941652 -0.13723002 -0.04011029  0.16777641 -0.13404933
 -0.04934322  0.04371259 -0.19023082  0.03821065  0.00160772 -0.07918116
 -0.02808709  0.01057573 -0.13121636 -0.05787797  0.14911363 -0.23009305
  0.19261999  0.18752511 -0.08962727  0.16805494  0.03421216  0.04902608
 -0.00569573 -0.07288971 -0.14801505 -0.11202522  0.04396078  0.01289289
  0.02590655  0.03336928]"
18,aaditya,"[-0.12564413  0.09840496  0.07338714 -0.04363484  0.01192008 -0.09204925
 -0.01502619 -0.02004473  0.21130699 -0.07369064  0.22118184 -0.04264595
 -0.18905509 -0.14724192  0.06410529  0.11957562 -0.14559025 -0.1288317
 -0.05123278 -0.12317919  0.02339312  0.04025934  0.03828412  0.02045113
 -0.09493452 -0.40814954 -0.06866416 -0.16654941  0.01557337 -0.07804973
 -0.04578107  0.05247734 -0.24334589 -0.1356537  -0.02656821  0.13841006
 -0.01006787 -0.01061782  0.16582713  0.07601238 -0.08535172 -0.11304847
  0.03871678  0.26943138  0.15546535  0.06722096 -0.01306479  0.07485557
  0.05081127 -0.23907292  0.03381282  0.11484182  0.18045889  0.05607398
  0.12344191 -0.11505625  0.0251266   0.03092073 -0.25481427  0.04197021
  0.01819221 -0.07561247 -0.12521279 -0.00766249  0.32486188  0.14040242
 -0.08530676 -0.05390757  0.17602836 -0.09365151 -0.0282273   0.03880394
 -0.08399227 -0.14874496 -0.22911826  0.09743074  0.30776691  0.08552841
 -0.1672537   0.04046764 -0.08823249 -0.06521229  0.00471191  0.0082566
 -0.08987062  0.10450129 -0.09903921  0.04770588  0.0939787  -0.0005276
 -0.01711753  0.16815402 -0.09403216  0.06023012  0.03290541 -0.02072251
 -0.07212105  0.00722271 -0.14261545 -0.04430863  0.16040547 -0.12121677
 -0.04463554  0.04317806 -0.18569146  0.0325531  -0.00447945 -0.07897678
 -0.02111665  0.00613867 -0.12844792 -0.05751145  0.14656723 -0.2369082
  0.20526446  0.18408699 -0.09110288  0.17311861  0.03595989  0.04962496
  0.00714359 -0.05501362 -0.15288082 -0.11074082  0.04881214  0.01825627
  0.03053725  0.03671992]"
19,aaditya,"[-0.1313356   0.08742039  0.07243916 -0.03599641  0.01149417 -0.09594711
 -0.01183821 -0.0239247   0.18499281 -0.06466493  0.22919157 -0.03728408
 -0.20399892 -0.14579931  0.06419923  0.11681721 -0.1390502  -0.13210763
 -0.04316458 -0.13355218  0.0079023   0.0403431   0.02688076  0.03209059
 -0.09044077 -0.39443308 -0.08024614 -0.17205514  0.00348479 -0.08916757
 -0.04407937  0.06256275 -0.2229694  -0.12013039 -0.01673042  0.13967125
 -0.00817246 -0.00955606  0.17125505  0.08386697 -0.08018935 -0.11073233
  0.03861344  0.2896806   0.14719357  0.05629123 -0.01510733  0.07822328
  0.04437168 -0.22133195  0.0445177   0.12553985  0.18663415  0.05749109
  0.11264665 -0.12752479  0.02299825  0.0173189  -0.2455685   0.04533857
  0.0257957  -0.0892752  -0.12862368 -0.00911226  0.31734648  0.13213728
 -0.09092303 -0.0589297   0.19089684 -0.08508138 -0.0302855   0.04749818
 -0.10015105 -0.15337089 -0.20747875  0.11548021  0.29781783  0.08528673
 -0.17367521  0.03912856 -0.09645709 -0.06633684 -0.00052815  0.0096773
 -0.08182373  0.10204459 -0.10853048  0.05397712  0.08721467  0.00114592
 -0.01834049  0.16755129 -0.09363001  0.05757898  0.04859989 -0.01299021
 -0.06789763  0.00883731 -0.14576729 -0.04790143  0.16720735 -0.1364883
 -0.0439956   0.03909423 -0.17821039  0.04090556  0.006895   -0.07352421
 -0.0290204   0.00478199 -0.1365567  -0.04895318  0.15806094 -0.24282499
  0.21575373  0.17688817 -0.07505095  0.16617228  0.03853063  0.05146801
 -0.00071259 -0.08287802 -0.1574824  -0.10676759  0.05135037  0.02149679
  0.02641609  0.03958863]"
